30 20
N 000000000000000000001011001001110010011000100000110100001100011000001111010001000011000001100000101000011000011000011100000011010110001101010000011001100100010000000011101111000000000000000100000000000000000001110000000000001000011001011001000110000010000100000000000011101011000100001011011000000000000000000110000000000010000001100101000001011000011100011001000101000111000110000000000001100000000000001100001000000000100000010110010000010000000001100001000000111100010100010000100110000110000010000000100001001000000100001000011000000000100000110100100000000000000001000010001001000000001001000100 Impurity
N 010000000000000000001110000011110000011001100110111100000100011000011111001001000011000001101000110100011000011001011000000010000110001101000000011101111110000010010101111111000000001000000110100000000100000011100000000000011001011000011000000110000110000110000000000011100000000100000000011000000101000000000100001100000000001001100100100010011100011000011100000110000100100110000010001001100000010100110000011000000000011011000110100100100000100011100000000000011000011001011000000110000110000110010000001001100000000000000000011000000000000100100100000100000000000001000110000000000000000000000000 Impurity
N 000000010000010000000110000011111000001000100000111100000100001000001111000001001011000101100000110000010000010100011000000011010110001100000000010001100110000000000011111111000100000000000010010110000000001001101000000000011100011000011000000111000111000010000000000001100100000000000000011000000000000010000110000010000000000000100100000000111000011000010000000110010110000010000000011001100001000010000000010000001000000000000001001000001000100101000000000100011000011000011000000100000110000110001000000001100000101000000000011000000010001000000101000000000010000001000000000000001000100000000000 Impurity
N 000000000000001001000110000011110100011000100001101101000100001100001111000001000011000001100000110101011001011000101000000011011110001100000000011001000110111000100011011011001000100000000110000000100000000101100000001010011000001000001000100110000110000110000010000101100010001000010100011000000000001000000110000001000001000011100000000000111000011000011100000110000100000110000000001001100000000000000000011100000000000100010110000000000010000001100000000000011000011000011000000100000110000010000000010101110010000000000000011101000000000000000100000000000000000001100000000000000000000000000000 Impurity
N 000000100000100000100110000011110000111000100000001100000110001000001111000011000011000001100000110001011000011001011100000011100110010101000000111001100010000110010011011111000000000000000100000000000000010001100000000100011000011100011100000100000110000110010000100001100000000000000001011000010000000101000110100000000000000001101000010001111101011010011000000110000110000110000000000001110000000000001000011000000001000100000111000001000000000001100100000000011000010011011000001110000110000110000001000001100000000000000000010000000100010100010100000000000010001001000000001000000000000000000100 Impurity
N 000000000000000000000000000011100000000000000000011010000000000001000100000000010000100011100000010000000000111000000000000000001110000000000000100000100000000000000010011010000001000000010110000000000000100101100000000001000000001000000001110000100100100000000000000000100000000000000000011000000000000000000011100000000010000111111000000000000010011011000000000000100110011000000000110001100011010100011000011010011000001110000110001001000001100001100101100010001110011010110000000001100110011000000000001000000100000000000000100001100000000010000110000000000000001000100000100000000000000000000000 Hunter
N 000000000000100000000000000011100000000000000011000110000000000001100000010001000000001000000100010000000000100000100000000011001000000000000010000000100010000100001000000000000000001000000000010000000000111000001000010000110001110000000010010000010101000000011100010000110000010110000000101010100001100010000100011000100100000010100001100010000101000001010000000000000000000000000000100000000000000000000010000000010000000001000000000000000000110000001000000010000100100000000000100001000000100000100000001000000001000000000010000000100000100000011000110000001000000001100000000000000100000000000000 ClockwiseMetamorphosis
N 000100000001000000000001100000000101000000110010000000010000000000000000100010000000010100000000100000000110000000001000000000110000000111000001000011000111000000011100111111100010100000000111010000000100000011010010000000000000100110010000000000110000110100000011111001100100100000000100000001000000000010000010110011000000000000001000000000000110000110000000010100000001000000000000000000110000101000000000101000000000001000001110000000010100000001001000000000001000010001011000000010010100010000100010000000000110001101010001011011100000000101001111110001000000000000000000001000010000100000000001 Guidance
N 100100001000100000000000010101010000000000000110000001100110001001100000001000000100000000100000000100000000000000000000111001100110011000111110011101100100001110110110000001101110001111100000111111100001110100001111100010001111110111110000000001111011111000000010000000100110000000000110111001100000000001110110010010000000011101100110100000000110011001100000000001110110011000000000011001001110010000000110011001000000000011000110011000100000011001100110000000000110011001000000001001100110011000001000001001110000100000010000001000000000000010000010000000001000000100001000000000000010000000100000 FormlessOedon
N 000000001010001000100000000011100110000000000011001110000000000001000001010000000000010000000100000000001100000000100000000010000000001000000000000000000010000001000000000000000100000000000001010000000000011000001011010000110001100000010011010100000101000000111100000001110000000010000000001010000101100000000110001100100110000010000101110000000011000000000000000000000000000000011000001000000000000001010010000000000000000000100000000100010100110000000000100000000110000000100000000001000001000000000000001000100000000000100000000000110100001000011100110100000000000001110000000000000000100000000000 ClockwiseMetamorphosis
N 000010000000001000010000000011000010010010000000011001000000000000000110000000000000000000100100000001000000111000000000000000001110000000010000000001000000001000000000011000100000000000000110000000000000000001000000001000000000011001000000000000000000000000000000000001100100101000000001011000100000000000001111000000000000000101011000000010000011011010010000010001100110011100100000110001000011010100011001011000011000001101000110010110000001100011110001100000000100011000110000001001100110011001000000001000010100100000000000000000100000000000000110000000000000000000100000000000100000100010000000 Hunter
N 000001010100000100000110100011110000111010101010010100000101101000001111000001000011000001100000110000011000011000011100000011000010001100000000001100100111010010000011111001110000100001000100001000000000000001100000000000010000011000011010001110000110000110000000010001100100001001000000011000000000000011000010000000100000010001100000000100001000011000001001000010000111000110000000000011100000000000010000011000000000000000010111000000000000010001100100000010011000011000101010000111000111000110001000001011110000000000000000101000000011000000000100001000000001000000000100000000010001001000000000 Impurity
N 000000000001000000000110000011110000000000100000011100000100001000001111000001000010000001101000100000011000011001010000000011001110000100000000011101100110000010000010111111101000000000000110000000010010000000110000000100010000011000011001000110000110000110100010000101110010000010000000011000000000010000011110000000000000010001100001000000111000011100111000000111000110110110000001001001110000000000000011011000000001100000000111000000000000000001110000000000011000011000001010010010000111100110000001010011100000000000001000011000000000001000000000000000100000000101000000000000001000010000000000 Impurity
N 000000000000000000000000100001100000000000000001100011000000000000100000001000000010001001000010010010000101000100010000001011000000000000101000010101000000000000000010010000000000000000100000000000000101001100000111000001000001000110001101100000001010001000110000000011001000000110001001010000000001010001100010000000010101100000010010001000000000000010000101000001000000100000000100100010100100000000000000000000000100000001000010001000000000000000000010000000000100010100100000110000000000011001000000000000000110001000000100010011001010000000110001101110000000000011100000000000000000000010000000 Anti-ClockwiseMetamorphosis
N 000000100000001001000000010000000001000000001010001000101000000000111000001110000100000100000110100001000000001001000100001001010000100000100011001100001000001000011001001100010100100011001001000001000000011010101001100000100001111011100000010000001111000000000100000111111000100000100010010011110010000110010100100000000000000001000000000100000000011000000000100000000010000000000010000001100001000000000001010000000000000000001000000000101000000110010000000000000001000100100000000000000011000000000010000101001000000000000001000011000000000000101110000000000000000010110000001000000000000101100000 Beast
N 100000001000010000100010010010000100000000000001100010000000000000001000100000101000000010010000000100110010101100000000111110010001000011000000100000000110010000001001100100000000001100010101010100000000100100010010010000101001110100101010000010010101101100101001010100010010010001101111111111111000011100110001000000000101010100010010000001111001000100101011001100010001001000010001000100010010000000000001000110000000000100010011010000000000000110010110000000000101000010100000100000010010001100000001100100000011010001100000101010100000000000001000101000001000000000000010010000000010100000000100 Milkweed
N 000000000010000000000110000011010011010000100000111100000100001000001110001001001010010001100000100100011000011100011000000011000110001100000000011001100110010000000011111111000100001001000110000100010000000001100000000000011000011000010000001101000110000100000100000001100000000000010000011000000000010000010110000001000000000000110000001000011000111100011000000100000110101110000000000001100000000001100000011011000000000000001100000000000000100001000000100000011000010000011000000110001110000100100000000001100110000010000000001000000100000001000100000110000000001001000000000000000010010000000000 Impurity
N 000000000100000010000010000011000000001000000001100000100100010100001010100000010000000010010000000000110000101100000000001110001011000000000000101010010010000000011001000100000000000110010001011110001000100100011010010000000000010100100010000010011101001001100001000100110000110001011111011111101010001101110000001101010010000101010010000001100001000101110000001101011001001010000000000100110010000010010011010101001000000100010001010000000100000100010010100010000001000000100000000010011000001000001001000100000010100000000000000001100000110100010000001000000000100000000110001000000000000001000011 Milkweed
N 100100100100000000000010000000000000000000000110001001110100000001100011011000000010100000000000000000000100000100000000110001100110011000100011011000100110011101110110001001101110101111100001111111000001111001000111100000001011111111010000000001111101111000100100001000100110000011000110011001100000000001100111011000000000011001000110000000000110011001100001110001101110011000000000011001100110010000000110011000100100000101100111011000000000001001100110000000100100011001000000000001110100011000001001001001100101000000000010011010000000000000000010010100000000000000000101010000000001000100000000 FormlessOedon
N 000101000010000000000001000000000000000000100000010000010000001000001100000010000000010010000000101000000110000000001000000100110000000110000001000110000111001000000000111111000010000100000111000000000000000011010000000000010001110110000000001011110100010100000011010000000100000000000000000001000000100000000100110000000000000000001000000000000001100110000000000000000001000000001000000100110010000000001010001000000000000000000110000001110000000001001000100000000010000001000000000000000100011110100000000001000000001000100010011011000000000000001011101001100000010000001000000000000001000001000000 Guidance
N 000000000000000110001001100000010000000100110010000001010000011000100000100010000000000000000000100000000110100000101110000000110010010010100000000100000111000000000000111111000000000000000111000000001000000111010000000000000001100110000010000000010000110010000011111001010100001110110000000001000001000000001000110000000000000000001100000100000000001110000000100000000101000000000000001000110010000000000000001000000001000000000110000000000000000011001000000000100010010001000110000000000100011000000000000000100101100000000000001011000000000000000011111000000010001000000000100000100000010000100000 Guidance
N 000100000000000001001001100010000010111000110000100000010000001100000000110010001000010001000000101000100100000010001100101010110101010110000001011110001111000000000001010111000010000000000111000000000101010010010000000000000001000110000000000000110000110000000001111000000100000000010000000001000000000100000001110000000010000011011000000010000100000110100000000000000001011000100000010000110000000000000000001000000000000000000101100000000100000001011000000000000000010001000001000010000010010000000000000001000101010000000010011011000000000000000011100100000010010001110000001010000001000100001001 Guidance
N 000000100010000010000000000011000000000000000000011000010010001000000010000000100010000001100100000000000110011000100000000000000111000100000000000011100000000100100000001000000000000000000010000100000001000001100000000000100000011000000000000010000110001000001000000001100000000000010000011000000000000000001101001000000000001111111000000000000011011011000000000001100111011000000001110001100011000000011000011000011000001100000110010011000001100001100001101100111100111010110000000001000110011010000000001000001110000000000000100000000001000110000110000010001000000001100000010000000000010000100000 Hunter
N 000000000100000000000000000011000000000000000000011010000100000000000110000000000000000101100000000001000010011000100000000000000100000000000000011001101000100000100110011000000000000000000110001000000000000001100000000000000000011000000000100000000100000000100000000101110000010000000000011000000000000100001111000001000001000010111000000010000011011011010000000001100010011000001000110001100011011000011000011000010000001100000010000111000001100001100001100000000100011001110000000000110010011000000000011000000100001010010011000000100000000000000010000000000001000101100000000000001100000000000000 Hunter
N 000000000000000000010000000010000000000001000001100010000000000000001000100000000001100010000000000000010000100100001100001110001001010100000000110010010000000000001001000100000110100010010001011010110001110100010010010100011001000001100010000010010101011000100011000100010010011001010111101111111100001100110101001000000011000101110011000000110001000100100110111000011000001000000001000100010010000100010001000101000000010100001001010010000000000101010010000000000001000000110000000001010000001000000010000000000000000000000000000000110000000000000100001000000000100001000010000000000000000000001000 Milkweed
N 010000000001000000000000000011000000000000000000011001000000000001000111010000000000000011100001000000000000011000000100000000000110000000000000000001100000010000000000111101001000000100000110000000000000000001100000000000000000011000010100100100000100000010000000000101000000010001001000001000000000000000011110000000000000010111111001000000000011011011000000100001110110111010000000111001001011000000011000011000011000001101000010000011000010101100100001100000001100011000110000000001100100011100001001001000000100000100000010000000010000010001001110011000001010000001100000000000000000000000011011 Hunter
N 000000010000000110001000000001110000000010100001100011000000000001100010111000000000001000000010000001010100000000010000100001000000000100000000010000000000000000100010000000000000100000100000000000000010110100000111000001000001010110001100100000001010001000101100001011000001011110001001010000000000010011100010000010010011100001010000011000000000000010000000000000001001100000000000000000000100000000000000001001000010000001000000001000000010000000000011001000100000000000100001000001000000001000000000010100000000000000000100100011000000000000110001100000000000000011100000000010010000000000000000 Anti-ClockwiseMetamorphosis
N 000000010001000100000000011000000000000000000110000111100000100001100010001000000000000100000000000000000000000000100010110001100100011000111111011001100011011101110110001000101111001111000000011011000000111100001111100000011111111111110000000101111111111000000010011000110110100100001110011001100000000001100110011000000000011001100110100000000110001001101000000001110110011100010000011001100110100010000110011001100000011011100100010000000000011001100110010010000110011001100000000001100010011010000000001011101000100000000000011000010100000100000010100100000000000000001000000000010001100000010000 FormlessOedon
N 000000001000000000000000000010000000001000000000011000000010000100000010000000000010001001000000000000001010001000000000000000000111000110000010000001100000000000100000111100000000000000000110000000000000000000100000000010000000011000000100000000000110000000000000000001100001000010001001001000100100000000000111100000000000000111111000000101000011011011000000110001000110011000000000110001000001000000011000011000011000101100000111000011000001000001100001100000001001011100110000000001100110011001100010001000000101001000000010000000000000001000000110101000000000000001100000000000000000000000000010 Hunter
N 000100000010000000100000000010000001000000000110000101100001000001000000011000000000000000100001000000000000010000100000110001000110010000110111011001100010011101110110000111101110101111100000011111000000111100001111100000111111111111110100000001111110111000001100011001110110000100000110001001110000000001100110010000000000011001100010100000011110011001101000000001100110001110100000011001101100000000000110011000101100000001100110011001000000010001100110000010000011010001100000000001100110011000000000001001100100000000000000001000000010000000100010000000000000000000010000000100000000000001000001 FormlessOedon
N 100100000000001000000000000010000001000010010010000100010010000000110000001100000100000100000110000000000001000101000010001000010000100000101011101100001000001010011001000100000100000011101001000001000000011010100000000000000011101011100000010000001111100001000100010111111100000000100110010001110000000110010101110000000000000101100000000000000001001000000000000000000110001000000000001001100000000000000000110000000001000000001000010010000000000010000000000000000001000000000100000000010011000000000000000101001000000000000011000000001000000000001110100000001000100000111000000000010000010000000001 Beast
N 100100000000000000000110010110110000111100101000111100000100000000000111000001000011011001101010110000011000011000011000000011000111001101000000011001100111100001000011111111100000000100000110000000100000000001100000000000011000011000011000000100000110100110001001000011100000000000000001011000000000000000000110000000000000000001100000010000011010011000011100000111000110000110000000000001000000000000000000011000010000000001000110000000000001000001100000010000011010011000011000000110000110000110000001000000101001100000001000011000000000000000001100000000001000000001000000001000000000000000000100 Impurity
N 000000100010000000000000000010000000011001000001000000000000000000011000000000000000000011010000000000110001101000000001001110001001000000001000100010010000000000001001000100011000010010010001000111010000100100000010011000001001000100100010000010010001100000100011000100010010010001110011111111111000101101110001001000001011010100010010000001110000000100100010001100010001000100000011100100010011000000010001000101000000000100010101010000000000000100010000000010000000000000101000000000010000001000010000000100001010000000000000000000000000000000000011001001000000000001001010000000100000000000000001 Milkweed
N 010100000000000000000110010011110000011000000001111100010100001000001111001001000011000001100100110000011000011010010000000011000111001100100000111001100110000000000011111111000000000000000110000000100100000011110001000000011000011000011000000110000110001110000000000001100000000000000000011100000000000000000011100000000100000111101000000000011010011000011000000110000110010110000100000010100000001000000100111010101000000000000110000000001000000101100000100000011100001010011000000110000010000100000001000001100000100000000000011000000000000000000000000000010000000001000100000010000001000000000001 Impurity
N 010000001000000000000000011011000001000010000000011000000000000000000111010000000001000001100001010000000000011010001010000001000110000001000000110001001000000000000000001100000010000000000010010000000000010000100100110010000000011000000000000000000110000110000000000001100010011000000000011000000100000000001110000100100110000111111001000000000001111001000000000001101110011100000000110001100011010010111000011000011000001100001110001011000000100001100001100000001100111000110000010001100110011010001000001000000110000000000100010010000000000101000110001100100100000001101010000000100000000000100000 Hunter
N 000000100001000000001111000011101001001000100000011100000100101000001111000001000011000001100100111001111001011000010000001011000110000100000000011101100110100010000011111111000000000000000110100011000100000100100100000010011000111000011000000100010110000111000010001001100000000000100000011001000000000000010110000000000000000001100000000000011000011000011100010111100110000110000000000101100000000000000000011100010000010000000110000100000000000001100010000010011100011001001000000110000110100110000011000001100000000000000000011000001000000000000100000100000000000001000001000000000100001000000000 Impurity
N 000010000000111000000000011010000100101100000001100000000000000010001000100000000001000010110001000010110100101110000010001010011001100000000000100010010001100000001001000100000000101110010001011111000000000100010011010000001001000100100010100010010001001000100000001100010010010001111011110111111001001100111001010000000001000100010010000000110001000100100000001100000001011000000001001000010010001001110011010101000000000100010001010001010000000100010011000001000011101000000000010000110001001000000100010100000111000000000000000000100000000110000001000001000000000000000010000000000100000000000010 Milkweed
N 000000110000010010100101000001110000010000100000111101000000000100001111000001000011001000100001100000111000011000111000000001000110001110000000011001100110000000000011111111000000000000000110000000010000000101100000000000011000111000010000100110000110000100000100000000100000001000000000111001000000000000000110000000000000010001110000000000011000111000000000000110010100001110000101000001110000100000000010011000000000001001000110010000010010001011100000000000011000011000001000000110000110000110100100000001100000010000000000111000000000000000000001001000000000000011011000000000000010000000001000 Impurity
N 000000000000000000000000000001111100000101100001100010000000000000100000001000000000011100000010000000100100110000111000100001001000000100000100011000000000000001001110100000010100000000000000000000000010000100000111010001001001000110001110010000011010000000001000000011001000000110001001010000000001010001100010100000011011101000010000001010010000000010010000001000000000100000000000000100000100000000001000000001000000000000001100101100000000000101000010100000000000100001100100000100000000101010100000000000000000000000100100000001000100000101100001100000000010010011100100000000000000000000000000 Anti-ClockwiseMetamorphosis
N 000000001000000000100000000001000000001000000000111000000000000000010100000000000000111001000100000010000000110000000000010000000111000010001000000001100001000000000001011010000000000000000110000000100000000001100100000000000010011001000010000000000110000000000000000000101000000000000000011000001000000101001111000000100000000111011000000000000011011011000100000111101111111000101100110001100011000010011001011000011000001010010110000011000001101001100001100000001101011000110000000001110110010000000000000000000100000000001001100000000000000000000110000000000000100001100000000000000100000000000000 Hunter
N 000000000100001100000010000001100000001010000001000100000000100001110001010010000000010100000100000001001000100000100100010010000000001000010010000110000010000000000000000001100000000000000000010000000000001001001000010100101101100010100010000001000101000000001010000000110000010010000000001000001000101000000000101000000110000110000000110001000001000000000000000000010000000010110000001000000000000000000010000100000100100010000000100000100000010000000110000010000110000010100000010101000000100000110000001000000011000001000010101000100000101000011000110000000000000011111000100001000100000010100010 ClockwiseMetamorphosis
N 010000000000000000000000000010000100000000000001100000100000000011001000100001000000001010010100000010110000101100001000001110001001000001000000100110010100001100001001000110000000000010010001111110000000000100010010010000001001000100100010100010010001001000100001100100010011010101101111111111111000001101110001001000000011000100010010000110110101000110100001000110010101001000000001000011010010011000110001100101000001000100000001010000011010000100010010000010100001000100100000000010010010000000000000000100001010000000000000000000100000000000000001001000000000000000000010000000000000000001100000 Milkweed
N 000000000001000000000000000010000000000000000000100000001000000010001000100100001100000110010000000000110000101100000000011100001011001100000001100000010001101010001001010000010000000010010011011110010000100100110010010000000001000100100010000010010011001000100001000110011010110001011111111111010001001100110001001001000011000100010010100000110001000000100011001100110001001000000001000100010010000000010101011101001000000101010001000000000001000100010000000000000001100010100000100001011000001010000000100100000000000000000000000000100000000000100000001000000000000000010010000001000000000000000000 Milkweed
N 000100000000000000100000000001100100000010000001100011001000000000110000001000000010001000000110000100000101000000010000000000000100000100100000010000000000000000000010010000000010000001100000000010000010001101000111000001010001000110001100000000001010000000101000001011000000000100000001110000000001010001111010000000010011000000010100001000000000010010000000010000000001100000000000000001000100000000000000000001100011101000010000001000000100000000000010000000000000100000100000000000000001001000010001000010000100000001000100000001010010010000111011100001000000000011100000000000000000000001000011 Anti-ClockwiseMetamorphosis
N 000000100000001000000100010000000001000000100001000010011000000000111101001100010101100100010111000001000001100001100000001000010000100000100111000100001000001000010000000100000100100011001011000000001000011010100010100000000011111011100000010000101111000010000100000111110000100000100110010011110000000110000100000000000100001001100000000010001000101000000010000100100010010000000000100001100000010001000000110000000010000000001000000010000000000110000000000000000011000000000000000000010011000010000000010101001001000000001101000101000000000010101110100000100010000000100101000010000000000100000000 Beast
N 000000000000100100010001101000000010010000110100000000010000011000000000011010100001010000000100100010101010000000001000000000110000000110100100000110010111000000000000111111000010000000000111001000000001000010000010000000000101100110000101000000110000110100000011111000000100000000000000001001000000000011001000110100000000000000001010000100000000000010100000000000000001000010000010000000100000000000000000001000000000000000000110000000000010000001111000001000000000010000010000000000000100110000000000000001010100000000000000111011100001000000100001100000000000000000100000000000000000001000000000 Guidance
N 000100001000001000000110000011110000011000100001111100100110001001001111000001000011000011110000110100001000011001010001000111000110001100100100011001100110000000010011111111000000000001000110101000000000100101100011000000111000011000111001000010000010000110000001000011100001010000000000111000000000000100000110000000000000000001100000000010010101011010011000000110000010000110000000000111100000000000000011011000000100000000000111000000000000000001100010000000010101011000011000000110000110100110000000001001100000010000011000011000000000000000000100100000000000000001000000001010101001010001000000 Impurity
N 001000000000000000010000000110001000000100000001101000000000000100001000100001000000000010011000000100110000101100000000001110001001000000000100100010010000000000000001001100000000110010110001011110000000100100010010010001001001000100000010000011010001101010100011000100010010010001011110101111110000000101110001101000000011000100010010000110110000000100000000001100011001011000000001000100010010010000110001100101000000010100110001010000000000100100010011000000000110100000000001000010010000001000000000100100000010000100000000001000100000100000000000001000000000000000000110000000100000000001000111 Milkweed
N 100000100001101000000000010000000101011000010110000000010010000001110000001100000110000100001010100001000001100011000000111000011000100000000011000100011100001000011000010100000100001011001001000001000000011010100001100101000011111011100000110000101111000000100100100010111110100000100110110011110000010110000000100000000010000001110000000000000000001001001000000000000110010011000100000101110000100000000000110000100000000000001000000001011000100110010001000000000001000000000000000000010011000010000000000101001000001000000001000001000000001010001110100000000010000000110000000000100000000100010010 Beast
N 000000010000001000000110000011110000011101100000010100000100001100001110000001000011000001100000111000011010011000010000100011000110001100000010011001100110000000000011101011000100000000010110000000000000000101100000100000011000111000111001000110000110000110000010010101100000000000000100010000000000010000100110000100000000000001100000000100010000011010011000000111000110000100000000000000100000000001100000011010000000000000000110000000000000000001100000000000001000001000001010010110100111000110010000000001110100000000000000011000100000000000010100000000000000000011000000001001000000000000000000 Impurity
N 000000100000000000000100000111100001100000010001000110000000000001000000010000100001011000000100000000001000000000000000000010110000001000000000100001100010000000000100000001000000000010000000111001011000111000001000010001110001100010001010011001000100000100011000000001110001100110000000001000000101100000010100011000100100010110000001100000000001001100100000001001010000000000100000011000000000010000000010010010000000100011010000000000000000010000000000000000000100000000000000010101000000010000001000001000000000011000000010000000110000000110011000110100000100000001010001000000000000000000000000 ClockwiseMetamorphosis
N 000100000100000000000001000011000010000100011100011000000000000000000110000000000000000001100001010000001000011000000000001000001110000011001000000001000000010000000001011001010010000000000110101000000000000001101000101000000000111000100011000001000110000000000000000001100100000000000000011000000000000000001111000000000000000111111000000010000001001011000000011001000100011000001011111001101010000000010001011000110000011100000110000011100101100001000001100000000100011000110000000001100000011000000000100100000100000000001000000010100010010000000110100000001000000001100100001000000000000000000010 Hunter
N 000000000010000010000100000011100000000000000011000110000100000001000000010000000000010000011100001000001000000000100010000010000000001010001000000000000110000000000001000001000100000110000000111000000000111000001000011000110001100110000110010000000101000000011110000001011000000100000000001010001001100000000100011000101100000010000000110000010001100000000010000000010000001000000000001000011001000000000001000000000000010001010000000000000000010000100010000000000100001110000000010001000001000000000000011000000000010000010010000000100000000000011000110000000000000001010000000000000100000000000000 ClockwiseMetamorphosis
N 000000001000001100101000000001110000000000000000100011000010000000100000101000000000011000100010100000000110100001010000000001000000000100000000110000000000001000001010000000000000000000110000100000000010000100000110001001001001001110000100100000001010000100101000001001100000000110000001010000000000010001100010000000010001100010010000001000010000000011000010001000000000100000000001100000001100000100000000000001110000000100000001001000000000100001000010001000000100110000100000000000000000001100000000000100000101000000000111000000000000001000110101100000000000000011100000010000000000000000000000 Anti-ClockwiseMetamorphosis
N 000000000001000001000000000001110000000000000001100001100000000000110000001000000000001000000110000010000100000000000010000100011000000101010000010000100000000010000010000001000001100000100000000000000000001100000111000101000001100110001101110010011010000000111001000011001000000110100000010000000011010000100010000000010011100010110000001000000010010010000100000000000000101001000000000010000100000000000000000001000000000000000000001001000000000000000010010000010100000000001000000000000000100000000000000000001100000000000100000001000000100000110001100000001101000011101000100001000000100000000000 Anti-ClockwiseMetamorphosis
N 000000000000000010100110100011110000011000110000111100010100001101001001000011100001001011100000110000011000010000011000010011000100001100000100011100100110000010000011010111000000001100000110000100100000100001101000000010011000111000011110000110000110000110000000100000000000000000000000111000000000010000000110001000000000000001110000001001011000011000011000000000100110000110000010000001100001100000000001011000000000000000000110000000000000000101100000000000011000011100011100000110000110101110100000000001101000000000001010010000000101000000000100100000000100000001000000000000000000000100000000 Impurity
N 000000001000001000000110000111110000011000100101111100110100011000001111000001000010100000100000111000011000011101011000000011000110001100000000011001100110000000000011111101100010100100000010001000000010000001100000010100011010011000011000100110100110000110000000000001100010000000000000011000000000001000010110010000000000000001110000000010001000011000010100000111010010000110001000000001100000000100000000011000000000000000000110001000000000000001010000000000011000011011011000000100000111010000000100000001101000000000000001011000000000000000110100010000000000000001000000000000000011001000000010 Impurity
N 100000010010000000010000000011000000011000000010011001000000000000000010000000100000100001101000000000000000011000010000100100000110100000000100000001000100000001000000111000000000000000010110000000000000000001100000001010000010011001000000010000010110010000000000000001000000000001100000011000100000000001001111010000000100000111111000000000010001011011000000001001100100111000000000110001100101000000011000011001011000001100000101000011000001100001100011110000001100001000110000010001100100011000000000001000010101000000001000011010000000000000000110000000000000101001000000000100000000000000000000 Hunter
N 000010000000000010000000000001101000000100000011100111000110000100100001000000000100001000000010000000001100000000010100100001000000010100000000011000100000100000000010000000000000100000100000000001000010000100000111000001000001000100001101100000001011000000100000001011100000100110000001010000100001010001000010000000010001100111010000001000000000000011000000010010000000100000000000000010000100000001101000000001010100010000010100001000001000000000000000000000000000000000100000000000001000001000000000000000000100010000000000100001100100000000110001100001001000000011100000000100000000000000000000 Anti-ClockwiseMetamorphosis
N 111010100000000011000110101111110000110000100001111100000110001001001111100001000111000001100000110010001010010000010000000011000110001100010000011101100110100000000001111111000000000010000110000000000100000001000000000000011000011000011001000110000010000110000000000001100100000100000001011000000000000000000100000010000000000000100100000000011000011010011000000110000110001010000001001001100000000000000000011000100000000000001010000000000000010001100000000000011000010000011000000110000111000110100001000001100010000001011100111000000100000000100100000000000000000001000000000011000000110011100000 Impurity
N 000000000000100000001110000011110000011000100000111111000100001000011110000001010011000000100000110000011000011000011100100011000110001110000000011000100110000001010011101111000010000000000110000000000000000011100000000000011010011110010000000110000010000110000010000001100000000000000000011000000001000000000111000010000001001001100000000000011000011000011000000100000010010100000010000001100000000000000000011011000000000000010110010000000000000001000000000000011000111000011000010110000100001110000000000101100000000000000000001000000000001001000100000000000000000001000000011000000100000000000000 Impurity
N 000000000000000001100000000011000001000000000000111000001000010100000111000000000000000001110100000000000000011000000000000001000110000000000100000001100000010000000000011110000000000000000110000000000000001001110000000000000000011000000001000001000010000000000000000001100100000000100010011000000000000000001111010000100000000011111000000000001011011011111000000001000110111000000000110001110011000000011000011000011100001000100010000011000101100010100001100000001100011000011010000001100110011000001000001001010110001000000000000000000000000000000110000000000000000001100000010001000001000000000010 Hunter
N 000000100000000100000000000011100000000000001011000111001000000001000000010000000001111000000101000000101001010001101000001010000000001000000100000000100010000000000000000011000000000000000000010000010000111001001000110000110001100010000010100000100101000000011000000010110000000110000000001110000011100000001110111000100110001010000101111000000001001000000000000000000100001000000000001000001000000000000010100000000000000000000000010010010000010000000000100001000100000000000000000001000000000000000000000000000100000000000010100000100000000000010000110000010000000001110000000000000001010000000000 ClockwiseMetamorphosis
N 010000000010000000000011101000100000110000110000000101001000001000010000000110000001110000000000100000000110000100001000000000110000000110000000001110000111000001000000111111000010000000000111000000000000010011001000000001000001100110000000010000110100110000000111111000001100000000000000010001000000000000000100110000000000100000001000100000000100000110000000001000000101010000010000000000111000000000000000001001000000000001000110010000000000010001011000000000001010010000010000000000000100010110001000000011000000101010010100011000000000100000000001000000000100000000000000000000000100000010110100 Guidance
N 001000100000001000000000000000000001000000000010000000010000010000110000001100000100000100000110100001000101000001100000001000010000101100100011000100000000001000001101101000000100000011001001000001000010011110100001100000000111101011100001010000101111000000000100001110111000100110100110010011110010000110000100000000010001000001100000000000000000001000000000010000000010101000000000000000100000100000000000110000000000000100100000000000010000001110000001100000000001000000000000000100110011000010000000000101001000001000001001000001100000001000101110110000000000000100100000000000000000000100000000 Beast
N 000001000010000000000100000000000000000100000011100000000000000000111000100010001000000010010000000000110000101100000010001110101001000100110000100111010000000000001101000101001000010011010001011110000000100110010010010000001001010100110010000010011001111000100010100100010011110001111111111101011000000100100001001000000011000100010010000000111001001111100000001101000111001001000001000100010110000000010101000001000000000100010001010000000000000100110010000000001001000000101000000000010100011000000000000101000100000001110000000010110010000000000000001000000000000001000010000000000010000000001000 Milkweed
